x,y,z,total_seconds_normalized,individual-local-identifier
0.8852695838163815,-0.24973856511314826,0.39233711660356135,0.0,53348
0.8850615629966482,-0.25004680591968464,0.39261001586217037,1.4569578234992727e-05,53348
0.8863432060854334,-0.24605463402461708,0.39224079097055514,0.00022340019960322182,53348
0.8862019865869823,-0.24594879537129916,0.3926260676836075,0.0002525393560732073,53348
0.8843300220232628,-0.2547304960997634,0.3912451744176583,0.00025496761911237274,53348
0.8867204483596736,-0.2439438229765563,0.39270632499668523,0.00034966987763982544,53348
0.8871284613652654,-0.24250783095491923,0.39267422243029537,0.00047836781871559456,53348
0.8873601517207156,-0.2417890415855886,0.39259396392113716,0.0004977939230289182,53348
0.8879430508538024,-0.23971843389364958,0.39254580738051154,0.0007139093335146436,53348
0.8887164892264228,-0.23736629505263557,0.39222473628016724,0.0008450355376295782,53348
0.888260985838291,-0.23859047434547762,0.3925137024222049,0.0009348812700787,53348
0.8920133900776945,-0.22404172611667267,0.392577911860513,0.003919216545213044,53348
0.8920477556139875,-0.22373590847874755,0.39267422243029537,0.00392650133433054,53348
0.8921601888971502,-0.22340002862960354,0.39261001586217037,0.003943499175604698,53348
0.8919969685856083,-0.22393830193347508,0.39267422243029537,0.0039459274386438635,53348
0.8917257987065549,-0.22391985808737025,0.39330013612416725,0.004162042849129589,53348
0.891795523559155,-0.22403664646472535,0.3930754701080855,0.004169327638247086,53348
0.8916573239293514,-0.22405156219427344,0.39338036829696194,0.004171755901286251,53348
0.8917352119668457,-0.22345901605364563,0.3935408236546513,0.004176612427364582,53348
0.8917232127637974,-0.22282756261132924,0.3939258675930097,0.004317451683636178,53348
0.8931882779142102,-0.2177523473902152,0.3934445518782774,0.004392727837850307,53348
0.8930420761587663,-0.21276910366938304,0.39649105757099706,0.007367350060827989,53348
0.8928901583327485,-0.21322702492239043,0.39658719217249727,0.007396489217297975,53348
0.8931158733688,-0.21263843779465444,0.39639491862148585,0.007413487058572133,53348
0.892790474778387,-0.21420819169494784,0.39628275101972676,0.007542184999647902,53348
0.893233960275741,-0.21265007912417128,0.3961225013283134,0.0075980350495487075,53348
0.8930666698155281,-0.21335155777730605,0.3961225013283134,0.00763931552121452,53348
0.8930845640168765,-0.21330640268620985,0.3961064756954295,0.007840861353465253,53348
0.8933006889920149,-0.2128471948236054,0.3958660767255936,0.00784814614258275,53348
0.895777699203415,-0.20285815343577357,0.3955134424952764,0.009312388755199519,53348
0.8961350464700255,-0.20152549258250105,0.3953851974057017,0.009426517118040295,53348
0.9037582481659124,-0.18259078308585594,0.3871454956526999,0.010856764048108748,53348
0.904982334861348,-0.1789451277495029,0.3859865474904755,0.011002459830458675,53348
0.9049326811629902,-0.17923073632400763,0.38597044669238084,0.011029170723889495,53348
0.9054300193843813,-0.17862317033275027,0.3850847218702351,0.011077735984672803,53348
0.9146454428233037,-0.16188575513628944,0.3704277476195809,0.014491873817739432,53348
0.9146885961058516,-0.1619757164027439,0.37028183786100566,0.014528297763326915,53348
0.9151614752764591,-0.1600339871567059,0.3699575612479656,0.014710417491264324,53348
0.9151655072673983,-0.15993592752529975,0.36998999093844104,0.014724987069499316,53348
0.9150962989995487,-0.15995675124386505,0.3701521326277032,0.014768695804204295,53348
0.9148937179391606,-0.15983906281501867,0.3707033300010614,0.01481968932802677,53348
0.9148171705210636,-0.16161976472146347,0.3701197051917311,0.0164976190880901,53348
0.9142719318820969,-0.1654756111861466,0.3697629736400735,0.01661417571397004,53348
0.9149154621270399,-0.16283946929896503,0.36934131152539185,0.017835592022670262,53348
0.9144638599835401,-0.17207904059583934,0.3662576314175855,0.01798128780502019,53348
0.9150851761903279,-0.16295206274056995,0.36887090636875897,0.01819497495246675,53348
0.9149150195614106,-0.16313594132144532,0.3692115540311673,0.018219257582858406,53348
0.9155271544828535,-0.15659259923234223,0.3705250157144432,0.020079307070859143,53348
0.9156756817692584,-0.16083222063193706,0.36833550280010147,0.0213055799056377,53348
0.9154065799629133,-0.16213581500937932,0.3684328579970125,0.021371143007695166,53348
0.915368842809755,-0.16293664573306485,0.36817323516299755,0.02141728000543931,53348
0.9151215529624452,-0.16439254603348225,0.3681407802895949,0.021509554000927595,53348
0.9152910533429999,-0.16453843015501451,0.3676539033824954,0.02154597794651508,53348
0.9150190372997398,-0.16618815845954749,0.36758897884305775,0.021618825837690044,53348
0.9149187765033128,-0.16663185236475891,0.36763767241561424,0.021667391098473352,53348
0.9143329468395595,-0.16730018316908793,0.36878979247706556,0.02481441999723178,53348
0.9135769531504471,-0.17057522979416032,0.3691628931149707,0.024896980940563404,53348
0.9138077876088906,-0.16979321577710635,0.36895201745133976,0.024977113620855865,53348
0.9140132031415158,-0.16981488047618037,0.3684328579970125,0.02502325061860001,53348
0.9137083957564766,-0.17046774980160534,0.368887128810024,0.025059674564187492,53348
0.9134285201829168,-0.17175216442566268,0.3689844610976824,0.02513980724447995,53348
0.9135209609121085,-0.17122485246770083,0.36900068275225734,0.02526364865947739,53348
0.9132918925572272,-0.17199054438872124,0.3692115540311673,0.025278218237712383,53348
0.9134943947309888,-0.17202867946841371,0.3686924520998745,0.02529035955290821,53348
0.9135906677375046,-0.17155153890781316,0.3686762283105616,0.025355922654965675,53348
0.9129007067169845,-0.17634231876193526,0.36812455268467786,0.026902726210914073,53348
0.9135711470575413,-0.17652144557874339,0.3663713123523169,0.0283135470366692,53348
0.9135718194921155,-0.17672006508487778,0.3662738718858636,0.02836211229745251,53348
0.9129446904637879,-0.17820270187678924,0.36711822237229047,0.0284471015038233,53348
0.9135663594919704,-0.17698368512056734,0.3661601862651532,0.02847381239725412,53348
0.9134577603276438,-0.1774092993546378,0.3662251501463292,0.028488381975489113,53348
0.913550721789454,-0.17699719858499047,0.3661926684288384,0.02849566676460661,53348
0.9134388517670818,-0.17737253946358778,0.366290112242568,0.028556373340585747,53348
0.9135225319812361,-0.17700827944187114,0.3662576314175855,0.028609795127447386,53348
0.913154295809894,-0.17779694761758746,0.366793507933013,0.02868749954470068,53348
0.9133808107047008,-0.17810579957136882,0.3660789789040981,0.028711782175092335,53348
0.913469612142525,-0.17714690465102675,0.36632259262123734,0.028728780016366494,53348
0.9135508172695012,-0.17703030328385075,0.36617642740276773,0.028801627907541455,53348
0.9143162021175057,-0.18254905516239023,0.3615269353792867,0.03195351333237822,53348
0.9132924204944106,-0.18700693198673973,0.36183609833233554,0.03199965033012236,53348
0.9142324166402068,-0.1835778798460588,0.3612177326702457,0.032084639536493154,53348
0.9138434665345951,-0.18467815237113208,0.3616408421470387,0.032157487427668115,53348
